URN,UKPRN,TypeOfEstablishment (name)
151899,,Other independent special school
151900,,Other independent special school
151901,,British schools overseas
151902,,British schools overseas
151903,,British schools overseas
151904,,British schools overseas
151905,,British schools overseas
151906,,British schools overseas
151907,,British schools overseas
151911,,Other independent special school
151912,,Other independent school
151913,,Other independent school
151914,,Other independent school
151916,,Other independent special school
151919,,Other independent special school
151920,10098619,Academy converter
151921,10098618,Academy converter
151922,10098617,Academy converter
151923,10098616,Academy converter
151924,10098615,Academy converter
151928,10098611,Academy converter
151929,10098610,Academy converter
151931,10098608,Academy special converter
151932,10098607,Academy alternative provision converter
151933,10098606,Academy alternative provision converter
151934,10098605,Academy special converter
151935,10098604,Academy alternative provision converter
151936,10098603,Academy converter
151937,10098602,Academy converter
151938,10098601,Academy converter
151939,10098600,Academy converter
151940,10098599,Academy converter
151941,10098598,Academy converter
151942,10098597,Academy converter
151943,10098596,Academy converter
151945,10098594,Academy converter
151948,10098591,Academy converter
151949,10098590,Academy converter
151950,10098589,Academy converter
151951,10098588,Academy alternative provision converter
151952,10098587,Academy converter
151953,10098586,Academy converter
151954,10098585,Academy converter
151960,10098579,Academy converter
151961,10098578,Academy converter
151962,10098577,Academy converter
151963,10098576,Academy converter
151964,10098575,Academy converter
151965,10098574,Academy converter
151966,10098573,Academy converter
151967,10098572,Academy converter
151968,10098571,Academy converter
151969,10098570,Academy converter
151970,10098569,Academy special converter
151971,10098568,Academy converter
151973,10098566,Academy converter
151978,10098561,Academy converter
151979,10098560,Academy converter
151981,10098558,Academy converter
151982,10098557,Academy alternative provision converter
151983,10098556,Academy converter
151984,10098555,Academy converter
151988,10098551,Academy special converter
151989,10098550,Academy converter
151990,10098549,Academy converter
151991,10098548,Academy converter
151992,10098547,Academy converter
151993,10098546,Academy converter
151994,10098545,Academy converter
151995,10098544,Academy converter
151996,10098543,Academy converter
151997,10098542,Academy converter
151998,10098541,Academy converter
151999,10098540,Academy converter
152000,10098539,Academy converter
152001,10098538,Academy converter
152002,10098537,Academy converter
152003,10098536,Academy converter
152004,10098535,Academy converter
152005,10098534,Academy converter
152006,10098533,Academy converter
152007,10098532,Academy converter
152008,10098531,Academy converter
152009,10098530,Academy converter
152010,10098529,Academy converter
152011,10098528,Academy converter
152012,10098527,Academy converter
152013,10098526,Academy converter
152014,10098525,Academy converter
152016,10098523,Academy converter
152017,10098522,Academy converter
152018,10098521,Academy converter
152020,10098519,Academy converter
152021,10098518,Academy converter
152022,10098517,Academy converter
152023,10098516,Academy converter
152024,10098515,Academy converter
152025,10098514,Academy converter
152026,10098513,Academy converter
152027,10098512,Academy converter
152028,10098511,Academy converter
152029,10098510,Academy converter
152030,10098509,Academy converter
152031,10098508,Academy converter
152033,10098506,Academy converter
152034,10098505,Academy converter
152035,10098504,Academy converter
152036,10098503,Academy converter
152037,10098502,Academy converter
152038,10098501,Academy converter
152040,,Special post 16 institution
152042,10098498,Academy converter
152043,10098497,Academy sponsor led
152044,10098496,Academy sponsor led
152045,10098495,Academy converter
152046,10098661,Academy sponsor led
152048,10098494,Academy converter
152049,10098493,Academy converter
152051,,Other independent special school
152052,,Other independent special school
152053,,Special post 16 institution
152055,,Other independent school
152056,10098492,Academy converter
152057,10098491,Academy converter
152058,10098490,Academy converter
152059,10098485,Academy converter
152060,10098489,Academy 16-19 converter
152061,10098488,Academy 16-19 converter
152062,10098487,Academy 16-19 converter
152063,10098486,Academy sponsor led
152064,10098660,Academy special sponsor led
152065,10098935,Academy converter
152066,10098934,Academy converter
152067,10098933,Academy converter
152068,10098932,Academy converter
152069,10098931,Academy converter
152070,10098930,Academy converter
152074,10098926,Academy converter
152078,10098922,Academy converter
152079,10098921,Academy converter
152080,10098920,Academy converter
152081,10098919,Academy converter
152082,10098918,Academy converter
152083,10098917,Academy converter
152084,10098916,Academy converter
152085,10098915,Academy converter
152086,10098914,Academy converter
152088,10098912,Academy converter
152089,,Other independent special school
152091,,Other independent special school
152092,10098911,Academy special converter
152093,10098910,Academy converter
152094,,Other independent special school
152095,10099263,Academy alternative provision converter
152096,10099262,Academy special converter
152097,10099261,Academy converter
152099,10099774,Academy converter
152100,10099260,Free schools
152101,,Other independent special school
152102,,Other independent special school
152103,10099264,Academy sponsor led
152104,10099265,Academy sponsor led
152107,,Other independent special school
152108,10098909,Academy sponsor led
152109,10098908,Academy alternative provision sponsor led
